Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longitude
Alphington,3/19 Harker St,2,u,525500,S,Miles,12/11/2016,6.4,3078,2,1,1,88,60,1960,Darebin,-37.7791,145.0306
Alphington,4/2 Miller St,2,t,805000,S,Miles,12/11/2016,6.4,3078,2,2,3,155,140,2004,Darebin,-37.7804,145.0308
Alphington,2/5 Yarana Rd,2,u,465000,S,McGrath,12/11/2016,6.4,3078,2,1,1,0,,,Darebin,-37.7773,145.0314
Alphington,4/5 Chandler Hwy,4,t,,PN,Nelson,13/08/2016,6.4,3078,,,,,,,,,
Alphington,69 Lucerne Cr,3,h,1480000,S,Nelson,13/08/2016,6.4,3078,,,,,,,,,
Alphington,815 Heidelberg Rd,3,h,2000000,PI,hockingstuart,15/10/2016,6.4,3078,3,3,2,686,,,Darebin,-37.78,145.0341
Alphington,44 Naroon Rd,3,h,1540000,S,Nelson,16/04/2016,6.4,3078,3,1,2,592,,,Darebin,-37.7755,145.0288
Alphington,11 Tower Av,4,h,,S,Jellis,16/04/2016,6.4,3078,,,,,,,,,
Alphington,1/17 Rex Av,2,u,590000,PI,Nelson,17/09/2016,6.4,3078,,,,,,,,,
Alphington,3/98 Grange Rd,2,u,820000,S,Nelson,18/03/2017,6.4,3078,2,1,1,183,,,Darebin,-37.7747,145.0264
Alphington,10 Bennett St,4,h,1830000,S,Nelson,19/11/2016,6.4,3078,4,2,2,606,112,1970,Darebin,-37.7743,145.0316
Alphington,38 Bennett St,4,h,2100000,S,Nelson,19/11/2016,6.4,3078,4,2,2,575,271,2008,Darebin,-37.7723,145.0319
Alphington,2c Hamilton St,3,h,865000,SP,hockingstuart,22/05/2016,6.4,3078,3,1,1,180,131,2010,Darebin,-37.7802,145.0243
Alphington,5/5 Yarana Rd,2,u,390000,VB,Nelson,22/05/2016,6.4,3078,2,1,1,0,60,1960,Darebin,-37.7773,145.0314
Alphington,7/7 Chandler Hwy,2,t,650000,SP,Brace,24/09/2016,6.4,3078,0,1,0,0,,,Yarra,-37.7848,145.025
Alphington,1/14 Fulham Rd,2,u,512000,S,Love,25/02/2017,6.4,3078,2,1,1,0,61,1965,Darebin,-37.7805,145.0262
Alphington,17 Lowther St,3,h,1361000,S,Collins,25/02/2017,6.4,3078,,,,,,,,-37.7796,145.0285
Alphington,29 Naroon Rd,4,h,,SP,Jellis,25/02/2017,6.4,3078,4,2,2,597,,,Darebin,-37.7765,145.0283
Alphington,13a Fulham Rd,3,h,1310000,S,Jellis,26/07/2016,6.4,3078,,,,,,,,,
Alphington,32/23 Coate Av,3,h,570000,VB,Thomas,27/06/2016,6.4,3078,,,,,,,,,
Alphington,22 Lowther St,3,h,1165000,S,Barry,27/06/2016,6.4,3078,3,1,2,979,,,Yarra,-37.7792,145.029
Alphington,6/11 Broomfield Av,2,u,530000,S,Jellis,27/11/2016,6.4,3078,,,,,,,,,
Alphington,11 Margaret Gr,4,h,1900000,SP,McGrath,27/11/2016,6.4,3078,4,2,2,556,272,1930,Yarra,-37.7844,145.0225
Alphington,21 Como St,5,h,,SN,Nelson,28/08/2016,6.4,3078,5,2,2,552,211,1916,Yarra,-37.7829,145.0337
Alphington,6 Naroon Rd,3,h,1485000,SP,McGrath,28/08/2016,6.4,3078,3,0,0,597,,,Darebin,-37.7781,145.0284
Alphington,42 Shiers St,4,h,1950000,S,Jellis,30/07/2016,6.4,3078,4,2,3,589,210,1920,Darebin,-37.7719,145.0309
Altona,158 Queen St,3,h,520000,VB,Greg,3/9/2016,13.8,3018,3,2,1,352,242,2015,Hobsons Bay,-37.87,144.825
Altona,59 Bracken Gr,5,h,1525000,S,Greg,3/12/2016,13.8,3018,5,3,3,729,268,2005,Hobsons Bay,-37.8721,144.8105
Altona,1/123 Blyth St,2,t,720000,S,hockingstuart,4/2/2016,13.8,3018,2,1,2,292,125,2013,Hobsons Bay,-37.8687,144.8197
Altona,4 Blyth St,3,h,1120000,S,Barlow,4/3/2017,13.8,3018,3,1,2,506,120,1930,Hobsons Bay,-37.8693,144.8375
Altona,20 Linnet St,4,h,780000,PI,Sweeney,4/6/2016,13.8,3018,4,1,4,655,,,Hobsons Bay,-37.868,144.8154
Altona,29 Rose St,4,h,1780000,SP,Greg,4/6/2016,13.8,3018,4,3,6,1057,220,1962,Hobsons Bay,-37.8681,144.819
Altona,1/170 Blyth St,3,u,630000,S,Barlow,6/8/2016,13.8,3018,2,1,2,311,94,1955,Hobsons Bay,-37.8702,144.8143
Altona,5/35 Grieve Pde,2,u,406000,SP,hockingstuart,6/8/2016,13.8,3018,2,1,1,65,,,Hobsons Bay,-37.8693,144.8171
Altona,156 Maidstone St,3,h,660000,VB,Greg,7/5/2016,13.8,3018,3,1,1,602,123,1955,Hobsons Bay,-37.8616,144.8116
Altona,11 Keeshan Ct,3,h,683500,S,Greg,7/11/2016,13.8,3018,3,1,1,530,,,Hobsons Bay,-37.8594,144.817
Altona,1/4 Deavey Ct,2,u,540000,VB,hockingstuart,8/10/2016,13.8,3018,,,,,,,,,
Altona,1/136 Queen St,2,u,580000,S,Barlow,8/10/2016,13.8,3018,2,1,1,225,93,1988,Hobsons Bay,-37.8696,144.827
Altona,173 Queen St,3,h,1335000,S,hockingstuart,8/10/2016,13.8,3018,3,1,4,777,22,1953,Hobsons Bay,-37.8697,144.8249
Altona,1/265 Queen St,3,t,800000,SP,hockingstuart,8/10/2016,13.8,3018,3,2,2,280,,1997,Hobsons Bay,-37.8734,144.8143
Altona,3/26 Grieve Pde,2,u,510000,S,Village,10/9/2016,13.8,3018,2,1,1,127,76,1990,Hobsons Bay,-37.8686,144.8182
Altona,261 Queen St,4,h,1070000,S,Barlow,10/9/2016,13.8,3018,4,2,2,695,,,Hobsons Bay,-37.8733,144.8147
Altona,4/5 Rose St,2,u,425000,S,hockingstuart,10/9/2016,13.8,3018,2,1,2,115,57,1980,Hobsons Bay,-37.871,144.8185
Altona,1/60 David St,3,u,605000,S,Jas,10/12/2016,13.8,3018,3,2,2,230,,,Hobsons Bay,-37.8646,144.827
Altona,1A Merritt Ct,3,t,705000,S,hockingstuart,11/2/2017,13.8,3018,3,2,2,197,152,,Hobsons Bay,-37.8579,144.8181
Altona,4/31 Millers Rd,2,u,391000,SP,Greg,11/2/2017,13.8,3018,2,1,1,0,65,1965,Hobsons Bay,-37.8678,144.8384
Altona,111/112 Pier St,2,u,440000,SP,hockingstuart,11/2/2017,13.8,3018,2,1,1,0,,,Hobsons Bay,-37.8659,144.831
Altona,24 Wren St,4,h,845000,S,hockingstuart,11/2/2017,13.8,3018,4,1,2,745,130,1950,Hobsons Bay,-37.8658,144.8155
Altona,54 Seves St,3,h,766000,S,Williams,11/3/2017,13.8,3018,,,,,,,,,
Altona,1/152 Blyth St,3,t,743000,SP,Gunn&Co,12/11/2016,13.8,3018,3,2,2,211,176,,Hobsons Bay,-37.8698,144.816
Altona,2/6 Galvin St,3,t,650000,SP,Williams,12/11/2016,13.8,3018,,,,,,,,,
Altona,4/57 Blyth St,3,u,730000,SP,Barlow,13/08/2016,13.8,3018,3,2,1,69,141,2014,Hobsons Bay,-37.868,144.8286
Altona,10 Wilga Av,3,t,916500,S,hockingstuart,13/08/2016,13.8,3018,,,,,,,,,
Altona,164 Maidstone St,3,h,635000,S,Sweeney,14/05/2016,13.8,3018,3,1,4,625,,1960,Hobsons Bay,-37.8611,144.8114
Altona,3/25 Rayner St,2,u,620000,SP,hockingstuart,14/05/2016,13.8,3018,2,1,1,168,,,Hobsons Bay,-37.8676,144.8202
Altona,3/46 Sargood St,2,u,447000,S,Burnham,15/10/2016,13.8,3018,2,1,1,137,77,1990,Hobsons Bay,-37.8655,144.8299
Altona,1/57 Blyth St,3,u,730000,SP,Barlow,16/04/2016,13.8,3018,3,2,1,70,,,Hobsons Bay,-37.868,144.8287
Altona,22 Fenfield St,3,h,678000,S,hockingstuart,16/04/2016,13.8,3018,3,1,2,606,87,1950,Hobsons Bay,-37.8608,144.8124
Altona,5/8 David St,2,u,580000,PI,Biggin,16/07/2016,13.8,3018,2,2,1,175,76,2013,Hobsons Bay,-37.8687,144.8268
Altona,1/28 Seves St,3,h,712000,S,hockingstuart,17/09/2016,13.8,3018,3,1,2,363,,,Hobsons Bay,-37.8674,144.8375
Altona,27 McIntyre Dr,3,h,840000,SP,Greg,18/03/2017,13.8,3018,3,2,2,534,136,1965,Hobsons Bay,-37.86,144.8245
Altona,4 Boyd St,3,h,980000,S,Barlow,19/11/2016,13.8,3018,3,1,2,724,,,Hobsons Bay,-37.8672,144.817
Altona,5a Emu Av,4,h,1000000,S,Barlow,19/11/2016,13.8,3018,,,,,,,,,
Altona,12 Spear Ct,3,t,605100,S,hockingstuart,22/05/2016,13.8,3018,3,2,0,265,,,Hobsons Bay,-37.8583,144.8172
Altona,185 Queen St,3,h,880000,PI,Barlow,22/08/2016,13.8,3018,3,3,1,577,,,Hobsons Bay,-37.8699,144.8235
Altona,3/20 Mulga St,3,u,577000,S,Williams,23/04/2016,13.8,3018,3,2,1,205,113,2007,Hobsons Bay,-37.8684,144.815
Altona,95 Blyth St,4,h,,SN,hockingstuart,25/02/2017,13.8,3018,4,2,3,504,,,Hobsons Bay,-37.8677,144.8252
Altona,51 Millers Rd,4,h,1030000,S,Barlow,25/02/2017,13.8,3018,4,1,0,797,,,Hobsons Bay,-37.8663,144.8387
Altona,2/119 Railway St N,3,u,605000,S,Barlow,25/02/2017,13.8,3018,3,1,2,181,,,Hobsons Bay,-37.8659,144.822
Altona,12 Ransom Av,3,h,685000,S,Barlow,25/02/2017,13.8,3018,,,,,,,,,
Altona,2/5 Rose St,2,u,,PI,Point,25/02/2017,13.8,3018,2,1,1,117,58,1980,Hobsons Bay,-37.871,144.8185
Altona,24 McIntyre Dr,3,h,753000,S,Barlow,27/06/2016,13.8,3018,3,2,2,529,,,Hobsons Bay,-37.8612,144.8247
Altona,104 Maidstone St,2,h,857000,SP,hockingstuart,27/11/2016,13.8,3018,2,2,1,675,100,1950,Hobsons Bay,-37.8653,144.8129
Altona,49 Bent St,3,h,1500000,S,Barlow,28/05/2016,13.8,3018,3,1,1,929,,,Hobsons Bay,-37.8651,144.832
Altona,5/57 Blyth St,3,u,730000,SP,Barlow,28/05/2016,13.8,3018,3,2,1,70,3,2014,Hobsons Bay,-37.868,144.8285
Altona,15 Kookaburra St,3,h,900000,S,Sweeney,28/05/2016,13.8,3018,3,1,4,697,,,Hobsons Bay,-37.871,144.8075
Altona,219 Civic Pde,3,h,740000,S,Greg,28/08/2016,13.8,3018,3,1,2,604,,,Hobsons Bay,-37.8631,144.8195
Altona,3 Curtin Ct,4,h,931000,S,Sweeney,28/08/2016,13.8,3018,4,2,3,532,,1970,Hobsons Bay,-37.8637,144.8365
Altona,2/60 David St,2,h,535600,SP,Compton,30/07/2016,13.8,3018,2,1,1,154,91,1996,Hobsons Bay,-37.8646,144.8272
Altona North,1 Beuron Rd,3,h,,SP,Williams,3/9/2016,11.1,3025,3,1,1,620,108,1950,Hobsons Bay,-37.829,144.848
Altona North,45 Hearn St,5,h,1085000,S,FN,3/9/2016,11.1,3025,5,3,6,592,251,1965,Hobsons Bay,-37.8388,144.8567
Altona North,4 Knapp St,3,h,781000,S,Jas,3/9/2016,11.1,3025,3,1,2,533,117,1970,Hobsons Bay,-37.8291,144.835
Altona North,103 Sixth Av,4,h,857500,S,hockingstuart,3/9/2016,11.1,3025,,,,,,,,,
Altona North,80A Hansen St,4,h,960000,S,Sweeney,4/3/2017,11.1,3025,,,,,,,,,
Altona North,21 Hatherley Gr,3,h,750000,SP,Jas,4/3/2017,11.1,3025,3,1,3,554,,,Hobsons Bay,-37.8449,144.85
Altona North,3/66 Marion St,2,t,421000,S,hockingstuart,4/3/2017,11.1,3025,2,1,1,77,77,2009,Hobsons Bay,-37.8351,144.8529
Altona North,153 Mills St,3,h,1405000,S,Sweeney,4/3/2017,11.1,3025,3,1,3,655,,,Hobsons Bay,-37.8338,144.8562
Altona North,1/70 Misten Av,2,h,,S,hockingstuart,4/3/2017,11.1,3025,,,,,,,,,
Altona North,33 Carthy St,3,h,683000,S,FN,4/6/2016,11.1,3025,3,1,2,534,167,1967,Hobsons Bay,-37.8284,144.8355
Altona North,47 Ginifer Av,3,h,,SN,Barry,4/6/2016,11.1,3025,,,,,,,,,
Altona North,16 Harris St,3,h,623000,S,Sweeney,4/6/2016,11.1,3025,3,1,3,540,,,Hobsons Bay,-37.8267,144.8368
Altona North,1/5 Little St,3,h,720000,VB,Greg,6/8/2016,11.1,3025,3,2,1,0,130,2012,Hobsons Bay,-37.8379,144.8583
Altona North,58a Clematis Av,4,t,780000,S,hockingstuart,7/5/2016,11.1,3025,,,,,,,,,
Altona North,1/77 Hansen St,3,u,720000,S,hockingstuart,7/5/2016,11.1,3025,,,,,,,,,
Altona North,21 Joel Av,3,h,705000,SP,Village,7/5/2016,11.1,3025,,,,,,,,,
Altona North,1/95 Mills St,3,h,588000,S,Williams,7/5/2016,11.1,3025,3,1,1,328,118,1970,Hobsons Bay,-37.838,144.8555
Altona North,2/5 Stapley Cr,4,h,720000,VB,hockingstuart,7/5/2016,11.1,3025,,,,,,,,,
Altona North,5 Binns St,3,h,710000,PI,Village,7/11/2016,11.1,3025,3,1,3,540,116,1960,Hobsons Bay,-37.8294,144.8378
Altona North,2/9 First Av,2,h,550000,SP,RT,7/11/2016,11.1,3025,,,,,,,,,
Altona North,1/28 Irwin Av,3,u,640000,VB,hockingstuart,7/11/2016,11.1,3025,,,,,,,,,
Altona North,3/49 Misten Av,3,h,537500,SP,hockingstuart,7/11/2016,11.1,3025,,,,,,,,,
Altona North,29a The Broadway,4,t,,PN,Williams,7/11/2016,11.1,3025,,,,,,,,,
Altona North,25 Allan St,4,h,875000,SP,Jas,8/10/2016,11.1,3025,3,1,4,559,169,1965,Hobsons Bay,-37.8448,144.8529
Altona North,9 Fourth Av,3,h,800000,S,Barlow,8/10/2016,11.1,3025,,,,,,,,,
Altona North,11a Edward Av,3,t,713500,S,Greg,10/9/2016,11.1,3025,,,,,,,,,
Altona North,45 Freemans Rd,4,h,,PN,hockingstuart,10/12/2016,11.1,3025,4,2,5,537,196,1960,Hobsons Bay,-37.8261,144.8391
Altona North,21 Hatherley Gr,3,h,700000,VB,Jas,10/12/2016,11.1,3025,3,1,3,554,,,Hobsons Bay,-37.8449,144.85
Altona North,1B Paproth Gr,2,h,551000,SP,RT,10/12/2016,11.1,3025,,,,,,,,,
Altona North,7 Seventh Av,3,h,685000,SP,Greg,10/12/2016,11.1,3025,,,,,,,,,
Altona North,1/256 Mason St,2,t,640000,S,Williams,11/3/2017,11.1,3025,2,1,1,252,,1965,Hobsons Bay,-37.8397,144.8602
Altona North,21 Allan St,4,h,650000,SP,Williams,12/6/2016,11.1,3025,4,1,4,558,,,Hobsons Bay,-37.8451,144.8529
Altona North,56a First Av,3,h,925000,SP,RT,12/11/2016,11.1,3025,,,,,,,,,
Altona North,63a First Av,3,h,,PI,RT,13/08/2016,11.1,3025,,,,,,,,,
Altona North,59 Misten Av,2,h,,PI,Greg,13/08/2016,11.1,3025,,,,,,,,,
Altona North,85a First Av,3,t,670000,VB,Greg,14/05/2016,11.1,3025,,,,,,,,,
Altona North,22 Joel Av,3,h,680000,SP,Hunter,14/05/2016,11.1,3025,,,,,,,,,
Altona North,11 Mahon Av,3,h,765000,S,Greg,14/05/2016,11.1,3025,,,,,,,,,
Altona North,2/36 May St,3,h,675000,S,hockingstuart,14/05/2016,11.1,3025,3,2,2,171,109,2012,Hobsons Bay,-37.8337,144.8554
Altona North,11 Beevers St,3,h,708000,S,Greg,15/10/2016,11.1,3025,3,1,2,585,97,1960,Hobsons Bay,-37.8258,144.8523
Altona North,2/10 Cleghorn Av,3,t,656000,SP,Gunn&Co,15/10/2016,11.1,3025,,,,,,,,,
Altona North,2 Edward Av,4,h,883000,S,hockingstuart,15/10/2016,11.1,3025,,,,,,,,,
Altona North,10 Murphy St,4,h,965000,SP,Gunn&Co,15/10/2016,11.1,3025,4,1,4,851,,,Hobsons Bay,-37.8345,144.8444
Altona North,128 Second Av,3,h,870000,S,Hunter,15/10/2016,11.1,3025,,,,,,,,,
Altona North,5/24 Valerian Av,3,h,681000,PI,Village,15/10/2016,11.1,3025,,,,,,,,,
Altona North,2/31 Cooper Av,2,h,522500,SA,hockingstuart,16/07/2016,11.1,3025,,,,,,,,,
Altona North,9 Begonia Av,5,h,972000,S,Sweeney,17/09/2016,11.1,3025,,,,,,,,,
Altona North,1/36 Amaranth Av,3,t,590000,PI,RT,18/06/2016,11.1,3025,,,,,,,,,
Altona North,3/36 Amaranth Av,2,h,450000,PI,RT,18/06/2016,11.1,3025,,,,,,,,,
Altona North,61 Cooper Av,3,h,765000,S,Greg,18/06/2016,11.1,3025,,,,,,,,,
Altona North,10 Freemans St,3,h,750000,VB,Greg,18/06/2016,11.1,3025,,,,,,,,,
Altona North,16 Beevers St,3,h,680000,S,Sweeney,19/11/2016,11.1,3025,3,1,3,551,,,Hobsons Bay,-37.8254,144.8514
Altona North,4/63 Marion St,1,u,,PI,hockingstuart,19/11/2016,11.1,3025,1,1,1,0,46,1970,Hobsons Bay,-37.8355,144.853
Altona North,150A McIntosh Rd,2,t,510000,SP,Williams,19/11/2016,11.1,3025,,,,,,,,,
Altona North,21 Neal Ct,3,h,770000,SP,hockingstuart,19/11/2016,11.1,3025,3,1,3,602,603,,Hobsons Bay,-37.8327,144.8451
Altona North,31 Duosa Rd,3,h,923000,S,Greg,22/05/2016,11.1,3025,3,1,2,740,,,Hobsons Bay,-37.8269,144.8455
Altona North,252 Millers Rd,4,h,693000,SP,Raine&Horne,22/05/2016,11.1,3025,4,2,4,315,170,2008,Hobsons Bay,-37.8391,144.8467
Altona North,1/156 Chambers Rd,3,h,620000,SP,Hunter,22/08/2016,11.1,3025,5,2,2,276,100,2010,Hobsons Bay,-37.8262,144.8443
Altona North,19 Cleghorn Av,3,h,800000,S,Buxton,22/08/2016,11.1,3025,,,,,,,,,
Altona North,2 Gadsden St,3,h,728500,S,Jas,22/08/2016,11.1,3025,3,1,1,531,157,1960,Hobsons Bay,-37.8277,144.8385
Altona North,24 Hansen St,3,h,931000,S,hockingstuart,22/08/2016,11.1,3025,3,2,1,590,160,1950,Hobsons Bay,-37.8382,144.8649
Altona North,4 Prismall St,3,h,988000,S,Sweeney,22/08/2016,11.1,3025,3,1,4,715,,2008,Hobsons Bay,-37.8423,144.8632
Altona North,1/21 Freemans Rd,3,h,590000,SP,RT,23/04/2016,11.1,3025,,,,,,,,,
Altona North,122 McIntosh Rd,3,h,590000,S,Village,23/04/2016,11.1,3025,3,1,2,561,,,Hobsons Bay,-37.8444,144.8491
Altona North,35 May St,2,h,610000,S,RT,24/09/2016,11.1,3025,2,1,2,691,,,Hobsons Bay,-37.834,144.8553
Altona North,29 Cyclamen Av,2,h,,PI,Jas,25/02/2017,11.1,3025,,,,,,,,,
Altona North,6 Hill St,3,h,815000,S,hockingstuart,25/02/2017,11.1,3025,3,2,3,555,130,1960,Hobsons Bay,-37.8318,144.8388
Altona North,84 May St,4,h,970000,S,Greg,25/02/2017,11.1,3025,4,1,2,708,,,Hobsons Bay,-37.833,144.8494
Altona North,81 Fifth Av,4,h,840000,S,hockingstuart,26/07/2016,11.1,3025,,,,,,,,,
Altona North,23 Huxtable Av,3,h,840000,S,Sweeney,26/07/2016,11.1,3025,,,,,,,,,
Altona North,155 Chambers Rd,4,h,760000,S,Hunter,27/06/2016,11.1,3025,4,1,3,668,,,Hobsons Bay,-37.8262,144.8439
Altona North,61a First Av,3,h,852500,S,RT,27/06/2016,11.1,3025,,,,,,,,,
Altona North,268d Mason St,4,t,847500,S,RT,27/06/2016,11.1,3025,4,3,1,252,,,Hobsons Bay,-37.8393,144.8568
Altona North,5 Cresser St,4,h,1200000,SP,RT,27/11/2016,11.1,3025,4,1,4,633,158,1960,Hobsons Bay,-37.8375,144.8541
Altona North,1/33 Fifth Av,3,h,630000,S,RT,27/11/2016,11.1,3025,,,,,,,,,
Altona North,1/8 Fourth Av,3,h,,PI,Hunter,27/11/2016,11.1,3025,,,,,,,,,
Altona North,107 McIntosh Rd,3,h,700000,SP,Hunter,27/11/2016,11.1,3025,3,1,1,557,,,Hobsons Bay,-37.8441,144.8505
Altona North,10 Knapp St,3,h,625000,PI,Hunter,28/05/2016,11.1,3025,3,1,1,536,,,Hobsons Bay,-37.8285,144.8351
Altona North,4/221 Blackshaws Rd,2,u,292000,S,Jas,28/08/2016,11.1,3025,2,1,1,153,70,1970,Hobsons Bay,-37.8332,144.8649
Altona North,56a MacDonald Av,3,t,640000,PI,hockingstuart,28/08/2016,11.1,3025,,,,,,,,,
Altona North,126 Sixth Av,3,h,800000,SP,RT,30/07/2016,11.1,3025,,,,,,,,,
Armadale,24 Hume St,3,h,,S,RT,3/9/2016,6.3,3143,2,1,1,305,,,Stonnington,-37.8573,145.0226
Armadale,8/19 Mercer Rd,2,u,599000,S,Jellis,3/9/2016,6.3,3143,2,1,1,0,76,1964,Stonnington,-37.8543,145.0262
Armadale,1/42 Adelaide St,2,u,550000,VB,Noel,3/12/2016,6.3,3143,2,1,0,861,,,Stonnington,-37.8539,145.0284
Armadale,14/71 Denbigh Rd,3,u,995000,S,Marshall,3/12/2016,6.3,3143,3,2,2,0,100,1998,Stonnington,-37.8552,145.016
Armadale,4/769 High St,3,t,1205000,S,Jellis,3/12/2016,6.3,3143,3,2,2,101,105,2000,Stonnington,-37.854,145.0135
Armadale,12 Huntingtower Rd,3,h,,S,Jellis,3/12/2016,6.3,3143,3,2,2,588,168,1930,Stonnington,-37.8546,145.0245
Armadale,28 Lambeth Av,3,h,2675000,S,Marshall,3/12/2016,6.3,3143,,,,,,,,,
Armadale,7 Llaneast St,3,h,1939000,S,Jellis,3/12/2016,6.3,3143,3,2,2,296,150,1889,Stonnington,-37.8614,145.0274
Armadale,9/55 Northcote Rd,1,u,421500,S,Biggin,3/12/2016,6.3,3143,1,1,0,0,,,Stonnington,-37.853,145.0167
Armadale,1/7 Railway Av,2,u,585000,SP,hockingstuart,3/12/2016,6.3,3143,,,,,,,,,
Armadale,65 Barkly Av,3,h,2050000,S,Marshall,4/3/2017,6.3,3143,,,,,,,,,
Armadale,28 Cambridge St,3,h,1870000,S,Hodges,4/3/2017,6.3,3143,3,1,1,217,116,1888,Stonnington,-37.8592,145.0182
Armadale,6 Cambridge St,4,h,,SN,Thomson,4/3/2017,6.3,3143,4,2,1,211,,,Stonnington,-37.859,145.0172
Armadale,3/16 Fulton St,2,u,678000,S,hockingstuart,4/3/2017,6.3,3143,2,1,2,0,,,Stonnington,-37.8538,145.0127
Armadale,6 Fulton St,2,h,,PI,Marshall,4/3/2017,6.3,3143,2,1,1,183,,,Stonnington,-37.8538,145.0123
Armadale,21 Lambeth Av,3,h,,S,Jellis,4/3/2017,6.3,3143,,,,,,,,,
Armadale,3/20 Mercer Rd,3,t,1918000,SP,Jellis,4/3/2017,6.3,3143,3,2,2,0,165,1995,Stonnington,-37.8537,145.0267
Armadale,7/53 Wattletree Rd,1,u,,SP,hockingstuart,4/3/2017,6.3,3143,1,1,0,881,,,Stonnington,-37.8614,145.0222
Armadale,1/77 Wattletree Rd,2,u,660000,SP,hockingstuart,4/3/2017,6.3,3143,2,1,1,0,,,Stonnington,-37.8619,145.0257
Armadale,12 Willis St,3,h,2050000,S,Marshall,4/3/2017,6.3,3143,3,2,1,205,116,1910,Stonnington,-37.8574,145.0281
Armadale,12 Alleyne Av,4,h,,S,RT,4/6/2016,6.3,3143,,,,,,,,,
Armadale,3/10 Denbigh Rd,2,u,,SP,hockingstuart,4/6/2016,6.3,3143,2,1,1,0,65,1970,Stonnington,-37.8596,145.0156
Armadale,8/71 Denbigh Rd,2,u,700000,VB,Jellis,4/6/2016,6.3,3143,2,1,2,0,,,Stonnington,-37.8552,145.016
Armadale,11/17 Myamyn St,2,u,3625000,S,Jellis,4/6/2016,6.3,3143,3,2,2,0,,2006,Stonnington,-37.8555,145.0291
Armadale,526 Orrong Rd,4,h,3000000,VB,Jellis,4/6/2016,6.3,3143,4,2,2,1581,,1934,Stonnington,-37.858,145.0111
Armadale,37 Barkly Av,2,h,1930000,S,Jellis,6/8/2016,6.3,3143,,,,,,,,,
Armadale,553 Dandenong Rd,5,h,1525000,PI,Jellis,7/5/2016,6.3,3143,8,2,2,693,,,Stonnington,-37.8638,145.0229
Armadale,17 Egerton Rd,4,h,,S,Marshall,7/5/2016,6.3,3143,4,1,2,500,,,Stonnington,-37.8623,145.0223
Armadale,9/19 Mercer Rd,3,u,735000,PI,Marshall,7/5/2016,6.3,3143,3,2,1,2113,14,1970,Stonnington,-37.8543,145.0262
Armadale,6/26 Mercer Rd,2,u,825000,S,Jellis,7/5/2016,6.3,3143,2,1,1,0,,,Stonnington,-37.8528,145.0268
Armadale,538a Orrong Rd,3,t,1586000,S,RT,7/5/2016,6.3,3143,2,2,2,246,,,Stonnington,-37.8566,145.0116
Armadale,557 Orrong Rd,4,h,,S,Jellis,7/5/2016,6.3,3143,4,2,2,369,176,1930,Stonnington,-37.8548,145.0113
Armadale,5/68 Rose St,3,t,,S,Jellis,7/5/2016,6.3,3143,2,2,1,175,158,1970,Stonnington,-37.8515,145.02
Armadale,11/38 Wattletree Rd,2,u,,S,hockingstuart,7/5/2016,6.3,3143,2,1,1,0,65,1970,Stonnington,-37.8613,145.0184
Armadale,24 Lambeth Av,5,h,,S,Marshall,7/11/2016,6.3,3143,,,,,,,,,
Armadale,18/41 Kooyong Rd,2,u,645000,S,Marshall,8/10/2016,6.3,3143,3,1,1,0,,1960,Stonnington,-37.8596,145.0198
Armadale,10 William St,1,h,1435000,SP,Jellis,8/10/2016,6.3,3143,2,2,1,144,107,1900,Stonnington,-37.8564,145.0228
Armadale,11 Adelaide St,4,h,,SN,hockingstuart,10/9/2016,6.3,3143,3,4,2,662,292,1920,Stonnington,-37.8549,145.0276
Armadale,15/405 Dandenong Rd,1,u,280000,PI,hockingstuart,10/9/2016,6.3,3143,1,1,1,0,38,1975,Stonnington,-37.8619,145.0185
Armadale,1/2 Armadale St,1,u,400000,PI,hockingstuart,10/12/2016,6.3,3143,1,1,1,0,,,Stonnington,-37.8605,145.0185
Armadale,54 Denbigh Rd,4,h,,SP,Jellis,10/12/2016,6.3,3143,4,2,2,551,208,1890,Stonnington,-37.8566,145.0161
Armadale,4/20 Mercer Rd,2,h,1780000,S,Marshall,10/12/2016,6.3,3143,2,2,2,0,,,Stonnington,-37.8537,145.0267
Armadale,47 Northcote Rd,3,h,,SP,Jellis,10/12/2016,6.3,3143,3,2,0,246,204,1890,Stonnington,-37.8533,145.0169
Armadale,8/58 Sutherland Rd,2,u,592500,S,hockingstuart,10/12/2016,6.3,3143,2,1,1,0,73,1970,Stonnington,-37.8574,145.0174
Armadale,6A Munro St,3,h,,S,Jellis,12/11/2016,6.3,3143,3,2,1,242,143,1915,Stonnington,-37.8534,145.0185
Armadale,40 New St,2,h,1210000,S,Marshall,12/11/2016,6.3,3143,2,1,0,249,96,1910,Stonnington,-37.8543,145.016
Armadale,35 Northcote Rd,4,h,2801000,S,Marshall,12/11/2016,6.3,3143,4,2,2,624,222,1900,Stonnington,-37.8536,145.0173
Armadale,7/17 Myamyn St,3,u,,SP,Marshall,13/08/2016,6.3,3143,3,2,3,0,203,2006,Stonnington,-37.8555,145.0291
Armadale,595 Orrong Rd,3,h,,S,Jellis,13/08/2016,6.3,3143,2,2,2,292,146,1910,Stonnington,-37.8523,145.0116
